Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
129,832,4/18/2012,Low,7,$53.46 ,2,Regular Air,($17.58),$6.48 ,$5.90 ,Alice McCarthy,Alberta,West,Corporate,Office Supplies,Paper,Xerox 1976,Small Box,0.37,4/22/2012
210,1383,4/26/2010,High,43,"$17,129.97 ",7,Regular Air,"$5,616.08 ",$415.88 ,$11.37 ,Frank Merwin,Alberta,West,Consumer,Office Supplies,Storage & Organization,Deluxe Rollaway Locking File with Drawer,Small Box,0.57,4/27/2010
349,2433,8/21/2009,Not Specified,14,"$24,105.87 ",7,Delivery Truck,"$4,073.25 ","$2,036.48 ",$14.70 ,Cari Sayre,Alberta,West,Corporate,Technology,Office Machines,Lexmark 4227 Plus Dot Matrix Printer,Jumbo Drum,0.55,8/21/2009
388,2659,12/17/2010,Not Specified,50,$881.65 ,8,Regular Air,$41.27 ,$18.97 ,$9.03 ,Alice McCarthy,Alberta,West,Corporate,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,12/19/2010
466,3172,6/2/2012,Not Specified,33,$584.51 ,5,Regular Air,($95.98),$20.99 ,$3.30 ,Annie Thurman,Alberta,West,Consumer,Technology,Telephones and Communication,Accessory39,Small Pack,0.81,6/4/2012
614,4199,2/12/2012,Critical,43,$639.71 ,1,Express Air,$102.53 ,$14.20 ,$5.30 ,Bruce Money,Alberta,West,Corporate,Furniture,Office Furnishings,Coloredge Poster Frame,Wrap Bag,0.46,2/13/2012
744,5347,2/21/2011,Medium,7,$525.56 ,4,Regular Air,($60.67),$85.99 ,$1.25 ,Kelly Williams,Alberta,West,Corporate,Technology,Telephones and Communication,Accessory8,Small Pack,0.39,2/23/2011
745,5347,2/21/2011,Medium,39,$276.03 ,5,Regular Air,($108.19),$7.99 ,$5.03 ,Kelly Williams,Alberta,West,Corporate,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,2/24/2011
746,5347,2/21/2011,Medium,1,$187.20 ,1,Regular Air,($796.76),$205.99 ,$5.26 ,Kelly Williams,Alberta,West,Corporate,Technology,Telephones and Communication,i470,Small Box,0.56,2/22/2011
803,5764,10/2/2010,Not Specified,23,$193.79 ,2,Regular Air,($117.16),$8.04 ,$8.94 ,Daniel Lacy,Alberta,West,Small Business,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,10/3/2010
813,5860,2/19/2012,Not Specified,12,$56.73 ,9,Regular Air,$8.33 ,$4.84 ,$0.71 ,Annie Thurman,Alberta,West,Consumer,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,2/21/2012
854,6117,12/21/2012,Critical,7,$157.03 ,7,Regular Air,$13.21 ,$22.23 ,$5.08 ,Annie Thurman,Alberta,West,Home Office,Furniture,Office Furnishings,"Executive Impressions 14""",Small Pack,0.41,12/22/2012
974,7077,12/21/2011,High,14,$304.52 ,4,Regular Air,$25.34 ,$21.78 ,$5.94 ,Georgia Rosenberg,Alberta,West,Consumer,Office Supplies,Appliances,Holmes HEPA Air Purifier,Medium Box,0.5,12/23/2011
991,7142,7/21/2011,Critical,36,$132.86 ,6,Regular Air,$57.00 ,$3.69 ,$0.50 ,Cari Sayre,Alberta,West,Corporate,Office Supplies,Labels,Avery 501,Small Box,0.38,7/23/2011
1011,7398,6/1/2009,Not Specified,6,$55.77 ,4,Regular Air,($4.37),$9.11 ,$2.25 ,Craig Carroll,Alberta,West,Corporate,Office Supplies,Pens & Art Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,Wrap Bag,0.52,6/4/2009
1012,7398,6/1/2009,Not Specified,34,"$2,181.44 ",7,Regular Air,($896.34),$64.65 ,$35.00 ,Craig Carroll,Alberta,West,Corporate,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,0.8,6/3/2009
1018,7431,5/1/2009,Medium,33,$78.81 ,3,Regular Air,($93.25),$2.23 ,$4.57 ,Georgia Rosenberg,Alberta,West,Consumer,Furniture,Office Furnishings,Eldon Pizzaz™ Desk Accessories,Small Pack,0.41,5/2/2009
1088,8005,4/5/2012,Critical,24,$790.63 ,10,Regular Air,$52.32 ,$34.54 ,$14.72 ,Craig Carroll,Alberta,West,Small Business,Office Supplies,Binders and Binder Accessories,GBC Recycled Grain Textured Covers,Small Box,0.37,4/7/2012
1115,8165,10/15/2009,Low,35,$183.45 ,1,Regular Air,($149.66),$4.98 ,$7.44 ,Cari Sayre,Alberta,West,Corporate,Office Supplies,Paper,Xerox 1922,Small Box,0.36,10/24/2009
1213,8902,6/19/2011,High,27,$180.46 ,5,Regular Air,($57.62),$6.48 ,$5.94 ,Georgia Rosenberg,Alberta,West,Consumer,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Small Box,0.37,6/21/2011
1262,9187,8/21/2009,High,40,$174.64 ,4,Regular Air,($143.23),$4.37 ,$5.15 ,Daniel Lacy,Alberta,West,Small Business,Office Supplies,Appliances,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Small Box,0.59,8/22/2009
1263,9187,8/21/2009,High,8,$994.23 ,9,Regular Air,($446.58),$155.99 ,$8.99 ,Daniel Lacy,Alberta,West,Small Business,Technology,Telephones and Communication,CF 688,Small Box,0.58,8/23/2009
1265,9219,9/28/2009,Low,24,"$1,239.81 ",4,Regular Air,($13.28),$50.98 ,$6.50 ,Craig Leslie,Alberta,West,Consumer,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,0.73,10/3/2009
1266,9219,9/28/2009,Low,41,$273.32 ,2,Regular Air,($48.68),$6.48 ,$5.14 ,Craig Leslie,Alberta,West,Consumer,Office Supplies,Paper,Xerox 23,Small Box,0.37,9/30/2009
1306,9573,6/13/2012,Medium,21,$146.25 ,1,Express Air,$60.12 ,$6.35 ,$1.02 ,Emily Grady,Alberta,West,Home Office,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Wrap Bag,0.39,6/14/2012
1336,9762,1/3/2009,High,12,$262.76 ,5,Regular Air,($146.05),$20.98 ,$21.20 ,Larry Tron,Alberta,West,Home Office,Furniture,Office Furnishings,36X48 HARDFLOOR CHAIRMAT,Medium Box,0.78,1/4/2009
1484,10663,5/23/2009,High,40,$104.39 ,7,Regular Air,$38.45 ,$2.61 ,$0.50 ,Emily Grady,Alberta,West,Home Office,Office Supplies,Labels,Avery 494,Small Box,0.39,5/23/2009
1510,10917,2/10/2012,Critical,14,"$1,281.36 ",9,Express Air,($90.12),$115.99 ,$5.99 ,Alice McCarthy,Alberta,West,Corporate,Technology,Telephones and Communication,2160,Small Box,0.57,2/12/2012
1602,11648,4/9/2011,Low,1,$32.51 ,10,Regular Air,($90.94),$35.41 ,$1.99 ,Brian DeCherney,Alberta,West,Corporate,Technology,Computer Peripherals,Imation DVD-RAM discs,Small Pack,0.43,4/16/2011
1603,11648,4/9/2011,Low,33,$570.51 ,0,Regular Air,($142.75),$16.74 ,$7.04 ,Brian DeCherney,Alberta,West,Corporate,Office Supplies,Storage & Organization,Rogers® Profile Extra Capacity Storage Tub,Small Box,0.81,4/9/2011
1663,11972,1/3/2009,Not Specified,4,$896.49 ,0,Delivery Truck,($452.27),$213.45 ,$14.70 ,Ann Steele,Alberta,West,Corporate,Technology,Office Machines,Panasonic KX-P2130 Dot Matrix Printer,Jumbo Drum,0.59,1/5/2009
1763,12641,2/22/2011,Low,2,$107.12 ,8,Regular Air,($54.87),$55.98 ,$4.86 ,Annie Thurman,Alberta,West,Home Office,Office Supplies,Paper,Xerox 1908,Small Box,0.36,2/28/2011
1764,12641,2/22/2011,Low,25,$676.24 ,5,Regular Air,$219.78 ,$26.38 ,$5.86 ,Annie Thurman,Alberta,West,Home Office,Office Supplies,Paper,Xerox 1935,Small Box,0.39,2/26/2011
1765,12641,2/22/2011,Low,24,"$3,668.60 ",7,Regular Air,$993.15 ,$155.06 ,$7.07 ,Annie Thurman,Alberta,West,Home Office,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",Small Box,0.59,2/26/2011
1960,14018,6/6/2010,High,30,$160.68 ,8,Express Air,$77.75 ,$4.98 ,$0.49 ,Annie Thurman,Alberta,West,Consumer,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39,6/6/2010
2086,14916,2/27/2009,Low,16,"$1,685.94 ",7,Express Air,$21.02 ,$125.99 ,$8.80 ,Cari Sayre,Alberta,West,Corporate,Technology,Telephones and Communication,StarTAC 6500,Small Box,0.59,3/1/2009
2142,15300,2/8/2011,High,42,$229.88 ,5,Express Air,($75.25),$5.28 ,$5.06 ,Cari Sayre,Alberta,West,Home Office,Office Supplies,Paper,Astroparche® Fine Business Paper,Small Box,0.37,2/10/2011
2154,15425,7/25/2011,Low,29,"$2,896.14 ",8,Express Air,$366.63 ,$99.99 ,$19.99 ,Larry Tron,Alberta,West,Home Office,Technology,Computer Peripherals,U.S. Robotics 56K Internet Call Modem,Small Box,0.5,7/29/2011
2277,16390,3/24/2012,Medium,8,$86.38 ,10,Regular Air,($12.61),$10.98 ,$3.37 ,Frank Merwin,Alberta,West,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack,0.57,3/26/2012
2333,16805,12/30/2011,Low,29,$852.75 ,8,Regular Air,$358.73 ,$30.44 ,$1.49 ,Alice McCarthy,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,"Premier Elliptical Ring Binder, Black",Small Box,0.37,1/1/2012
2334,16805,12/30/2011,Low,26,$172.33 ,4,Regular Air,($52.21),$6.48 ,$5.74 ,Alice McCarthy,Alberta,West,Corporate,Office Supplies,Paper,Xerox 1994,Small Box,0.37,1/1/2012
2368,17155,1/28/2009,Medium,36,$267.53 ,0,Express Air,$85.17 ,$6.88 ,$2.00 ,Cari Sayre,Alberta,West,Home Office,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Wrap Bag,0.39,1/29/2009
2369,17155,1/28/2009,Medium,31,"$1,065.26 ",3,Express Air,($900.27),$32.48 ,$35.00 ,Cari Sayre,Alberta,West,Home Office,Office Supplies,Storage & Organization,Fellowes Neat Ideas® Storage Cubes,Large Box,0.81,1/28/2009
2554,18496,5/15/2009,High,30,$991.01 ,1,Regular Air,$46.29 ,$30.98 ,$6.50 ,Larry Tron,Alberta,West,Corporate,Technology,Computer Peripherals,Belkin ErgoBoard™ Keyboard,Small Box,0.64,5/16/2009
2555,18496,5/15/2009,High,29,"$1,267.42 ",1,Regular Air,$177.79 ,$40.99 ,$19.99 ,Larry Tron,Alberta,West,Corporate,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,0.36,5/18/2009
2586,18688,3/5/2011,Not Specified,49,"$14,346.73 ",4,Regular Air,"$5,762.52 ",$304.99 ,$19.99 ,Emily Grady,Alberta,West,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box,0.4,3/7/2011
2587,18688,3/5/2011,Not Specified,15,$40.34 ,9,Regular Air,$10.59 ,$2.89 ,$0.50 ,Emily Grady,Alberta,West,Home Office,Office Supplies,Labels,Avery 498,Small Box,0.38,3/7/2011
2588,18688,3/5/2011,Not Specified,41,"$3,951.68 ",10,Regular Air,$812.24 ,$125.99 ,$4.20 ,Emily Grady,Alberta,West,Home Office,Technology,Telephones and Communication,i1000plus,Small Box,0.57,3/6/2011
2645,19140,9/30/2009,Medium,47,$314.00 ,7,Regular Air,($66.04),$6.54 ,$5.27 ,Ann Steele,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones® Four-Pocket Poly Binders,Small Box,0.36,10/1/2009
2646,19140,9/30/2009,Medium,50,$155.54 ,9,Regular Air,$15.66 ,$3.29 ,$1.35 ,Ann Steele,Alberta,West,Corporate,Office Supplies,Rubber Bands,Acco® Hot Clips™ Clips to Go,Wrap Bag,0.4,10/1/2009
2652,19175,8/19/2009,Low,19,"$1,133.45 ",1,Regular Air,$169.16 ,$65.99 ,$5.31 ,Frank Merwin,Alberta,West,Consumer,Technology,Telephones and Communication,3390,Small Box,0.57,8/26/2009
2688,19457,7/12/2009,High,34,$203.49 ,5,Regular Air,$90.35 ,$6.30 ,$0.50 ,Alice McCarthy,Alberta,West,Corporate,Office Supplies,Labels,Avery 51,Small Box,0.39,7/13/2009
2689,19457,7/12/2009,High,33,"$5,638.80 ",9,Express Air,"$1,406.05 ",$205.99 ,$3.00 ,Alice McCarthy,Alberta,West,Corporate,Technology,Telephones and Communication,6185,Small Box,0.58,7/14/2009
2734,19745,12/18/2012,High,25,"$1,071.77 ",9,Regular Air,$262.07 ,$45.98 ,$4.80 ,Harold Pawlan,Alberta,West,Small Business,Furniture,Office Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Wrap Bag,0.68,12/19/2012
2735,19745,12/18/2012,High,29,"$8,635.61 ",3,Regular Air,"$2,733.04 ",$300.97 ,$7.18 ,Harold Pawlan,Alberta,West,Small Business,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,Small Box,0.48,12/19/2012
2736,19745,12/18/2012,High,2,$63.96 ,0,Regular Air,($119.36),$29.89 ,$1.99 ,Harold Pawlan,Alberta,West,Small Business,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5,12/20/2012
2737,19745,12/18/2012,High,50,$833.00 ,0,Regular Air,$436.53 ,$15.57 ,$1.39 ,Harold Pawlan,Alberta,West,Small Business,Office Supplies,Envelopes,Park Ridge™ Embossed Executive Business Envelopes,Small Box,0.38,12/19/2012
2878,20741,10/30/2010,Low,43,"$1,711.02 ",10,Regular Air,$139.63 ,$43.98 ,$8.99 ,Frank Merwin,Alberta,West,Corporate,Office Supplies,Pens & Art Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Small Pack,0.58,11/6/2010
3321,23746,12/15/2010,High,10,$408.23 ,6,Regular Air,$52.38 ,$40.97 ,$1.99 ,Emily Grady,Alberta,West,Home Office,Technology,Computer Peripherals,"TDK 4.7GB DVD-R Spindle, 15/Pack",Small Pack,0.42,12/16/2010
3469,24705,9/15/2011,Critical,34,$260.51 ,3,Regular Air,($127.52),$7.30 ,$7.72 ,Annie Thurman,Alberta,West,Consumer,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",Small Box,0.38,9/17/2011
3470,24705,9/15/2011,Critical,15,$466.28 ,0,Regular Air,$92.70 ,$29.89 ,$1.99 ,Annie Thurman,Alberta,West,Consumer,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5,9/17/2011
3512,25028,1/5/2011,Critical,5,$477.39 ,2,Delivery Truck,($211.36),$81.94 ,$55.81 ,Anthony Jacobs,Alberta,West,Home Office,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Jumbo Box,0.6,1/6/2011
3513,25028,1/5/2011,Critical,14,$552.08 ,0,Express Air,$203.24 ,$37.94 ,$5.08 ,Anthony Jacobs,Alberta,West,Home Office,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38,1/7/2011
3522,25063,6/29/2009,Not Specified,24,$711.88 ,4,Regular Air,$217.33 ,$35.99 ,$3.30 ,Emily Grady,Alberta,West,Home Office,Technology,Telephones and Communication,Accessory9,Small Pack,0.39,6/29/2009
3562,25412,6/6/2011,Not Specified,18,$129.77 ,1,Regular Air,($99.42),$6.48 ,$9.68 ,Katrina Edelman,Alberta,West,Corporate,Office Supplies,Paper,Xerox 1993,Small Box,0.36,6/8/2011
3723,26627,10/30/2009,Medium,25,$38.37 ,10,Regular Air,($13.88),$1.60 ,$1.29 ,Larry Tron,Alberta,West,Home Office,Office Supplies,Pens & Art Supplies,Sanford Pocket Accent® Highlighters,Wrap Bag,0.42,10/30/2009
3773,26947,6/4/2010,High,4,$467.15 ,1,Delivery Truck,($212.34),$100.80 ,$60.00 ,Bruce Money,Alberta,West,Corporate,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Jumbo Drum,0.59,6/7/2010
3810,27138,5/30/2012,High,31,"$2,976.21 ",7,Delivery Truck,($277.63),$100.98 ,$35.84 ,Cari Sayre,Alberta,West,Home Office,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62,6/1/2012
3811,27138,5/30/2012,High,37,"$1,894.17 ",10,Regular Air,$134.73 ,$65.99 ,$8.99 ,Cari Sayre,Alberta,West,Home Office,Technology,Telephones and Communication,V 3600 Series,Small Box,0.58,6/1/2012
3919,27939,4/10/2012,Medium,8,$60.17 ,0,Regular Air,($18.24),$6.68 ,$5.66 ,Bruce Money,Alberta,West,Corporate,Office Supplies,Paper,Xerox 1923,Small Box,0.37,4/12/2012
3999,28544,8/28/2012,Critical,24,$68.50 ,7,Regular Air,$2.69 ,$2.78 ,$1.49 ,Annie Thurman,Alberta,West,Consumer,Office Supplies,Binders and Binder Accessories,Wilson Jones Suede Grain Vinyl Binders,Small Box,0.36,8/29/2012
4262,30343,5/21/2012,Critical,48,"$1,556.42 ",0,Regular Air,($60.98),$30.42 ,$8.65 ,Brian DeCherney,Alberta,West,Corporate,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum",Small Box,0.74,5/22/2012
4263,30343,5/21/2012,Critical,28,$130.28 ,8,Regular Air,$56.97 ,$4.91 ,$0.50 ,Brian DeCherney,Alberta,West,Corporate,Office Supplies,Labels,Avery 478,Small Box,0.36,5/23/2012
4272,30403,7/10/2012,High,41,$305.01 ,5,Express Air,($160.82),$7.30 ,$7.72 ,Emily Grady,Alberta,West,Home Office,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",Small Box,0.38,7/12/2012
4273,30403,7/10/2012,High,24,"$3,583.52 ",9,Regular Air,$221.71 ,$161.55 ,$19.99 ,Emily Grady,Alberta,West,Home Office,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files,Small Box,0.66,7/11/2012
4466,31844,7/2/2011,Not Specified,14,"$2,085.93 ",9,Delivery Truck,($517.73),$150.98 ,$66.27 ,Harold Pawlan,Alberta,West,Small Business,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65,7/2/2011
4558,32449,12/9/2012,Critical,39,$277.58 ,8,Regular Air,($276.88),$7.28 ,$11.15 ,Ann Steele,Alberta,West,Corporate,Office Supplies,Paper,"Array® Parchment Paper, Assorted Colors",Small Box,0.37,12/10/2012
4559,32449,12/9/2012,Critical,12,"$4,887.14 ",8,Delivery Truck,($694.33),$424.21 ,$110.20 ,Ann Steele,Alberta,West,Corporate,Furniture,Tables,Bush Advantage Collection® Racetrack Conference Table,Jumbo Box,0.67,12/10/2012
4560,32449,12/9/2012,Critical,44,"$7,195.26 ",9,Express Air,"$1,698.16 ",$200.99 ,$8.08 ,Ann Steele,Alberta,West,Corporate,Technology,Telephones and Communication,5125,Small Box,0.59,12/10/2012
4600,32800,1/21/2009,Not Specified,33,"$11,336.37 ",4,Delivery Truck,"$1,161.75 ",$355.98 ,$58.92 ,Larry Tron,Alberta,West,Home Office,Furniture,Chairs & Chairmats,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Jumbo Drum,0.64,1/22/2009
4601,32800,1/21/2009,Not Specified,19,$354.13 ,9,Regular Air,$8.79 ,$19.98 ,$8.68 ,Larry Tron,Alberta,West,Home Office,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,1/22/2009
4602,32800,1/21/2009,Not Specified,40,$751.94 ,7,Regular Air,$69.08 ,$19.98 ,$8.68 ,Larry Tron,Alberta,West,Home Office,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,1/23/2009
4759,33824,3/2/2011,Critical,19,$50.99 ,6,Regular Air,($3.80),$2.78 ,$1.34 ,Katrina Edelman,Alberta,West,Corporate,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.45,3/3/2011
4806,34179,11/2/2011,Not Specified,21,$293.27 ,7,Regular Air,$44.56 ,$14.48 ,$1.99 ,Brian DeCherney,Alberta,West,Corporate,Technology,Computer Peripherals,TDK 4.7GB DVD+RW,Small Pack,0.49,11/4/2011
4819,34245,2/7/2010,Medium,42,$189.22 ,5,Regular Air,($92.42),$4.28 ,$4.79 ,Grace Kelly,Alberta,West,Consumer,Office Supplies,Paper,Xerox 1962,Small Box,0.4,2/8/2010
4926,35046,7/24/2010,Medium,21,$151.86 ,10,Express Air,($54.67),$7.10 ,$6.05 ,Cari Sayre,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39,7/24/2010
4927,35046,7/24/2010,Medium,13,"$3,583.87 ",7,Delivery Truck,($113.08),$284.98 ,$69.55 ,Cari Sayre,Alberta,West,Corporate,Furniture,Chairs & Chairmats,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Jumbo Drum,0.6,7/25/2010
4928,35046,7/24/2010,Medium,45,"$4,951.36 ",3,Express Air,"$1,759.72 ",$107.53 ,$5.81 ,Cari Sayre,Alberta,West,Corporate,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.65,7/25/2010
5004,35684,8/3/2011,Low,10,$910.98 ,7,Regular Air,$18.77 ,$96.45 ,$13.99 ,Cari Sayre,Alberta,West,Corporate,Technology,Office Machines,Soundgear TeleForum DX Desktop Conference Phone,Medium Box,0.38,8/8/2011
5064,36101,8/20/2012,High,3,$446.05 ,9,Delivery Truck,($271.26),$140.98 ,$53.48 ,Ann Steele,Alberta,West,Corporate,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Jumbo Box,0.65,8/21/2012
5107,36387,11/7/2011,High,32,$616.39 ,9,Regular Air,$148.28 ,$20.89 ,$1.99 ,Brian DeCherney,Alberta,West,Corporate,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.48,11/10/2011
5120,36455,2/19/2009,High,48,"$1,838.19 ",3,Regular Air,$561.43 ,$39.48 ,$1.99 ,Frank Merwin,Alberta,West,Consumer,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,2/21/2009
5143,36673,9/13/2010,Low,20,$984.63 ,0,Regular Air,($129.14),$55.99 ,$5.00 ,Annie Thurman,Alberta,West,Home Office,Technology,Telephones and Communication,Accessory6,Small Pack,0.8,9/20/2010
5149,36704,6/16/2011,High,43,$134.33 ,7,Express Air,$25.02 ,$3.14 ,$1.14 ,Annie Thurman,Alberta,West,Home Office,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",Wrap Bag,0.4,6/17/2011
5150,36704,6/16/2011,High,19,$70.32 ,8,Regular Air,($56.07),$3.57 ,$4.17 ,Annie Thurman,Alberta,West,Home Office,Office Supplies,Pens & Art Supplies,Barrel Sharpener,Small Pack,0.59,6/18/2011
5226,37218,12/19/2010,High,29,"$1,768.13 ",0,Regular Air,$525.54 ,$60.97 ,$4.50 ,Frank Merwin,Alberta,West,Corporate,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Small Box,0.56,12/21/2010
5227,37218,12/19/2010,High,23,$147.05 ,8,Regular Air,($54.91),$6.48 ,$5.82 ,Frank Merwin,Alberta,West,Corporate,Office Supplies,Paper,Xerox 1998,Small Box,0.37,12/20/2010
5388,38311,4/23/2011,Medium,9,"$1,201.51 ",10,Express Air,($185.48),$140.85 ,$19.99 ,Craig Leslie,Alberta,West,Consumer,Office Supplies,Storage & Organization,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Small Box,0.73,4/25/2011
5407,38438,5/31/2011,Critical,16,$621.93 ,8,Regular Air,($49.77),$39.98 ,$4.00 ,Emily Grady,Alberta,West,Home Office,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box,0.7,6/2/2011
5408,38438,5/31/2011,Critical,17,$121.09 ,5,Regular Air,($30.51),$6.68 ,$5.66 ,Emily Grady,Alberta,West,Home Office,Office Supplies,Paper,Xerox 1923,Small Box,0.37,6/1/2011
5550,39301,3/22/2009,Medium,4,$33.54 ,8,Regular Air,($29.49),$6.84 ,$8.37 ,Kelly Williams,Alberta,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Small Pack,0.58,3/24/2009
5656,40007,8/30/2012,Not Specified,45,$188.77 ,2,Regular Air,$21.93 ,$4.13 ,$1.17 ,Larry Tron,Alberta,West,Home Office,Office Supplies,Pens & Art Supplies,Newell 31,Wrap Bag,0.57,9/1/2012
5660,40065,2/17/2012,High,49,"$21,141.07 ",6,Regular Air,"$6,225.36 ",$449.99 ,$24.49 ,Craig Leslie,Alberta,West,Consumer,Technology,Copiers and Fax,Canon PC940 Copier,Large Box,0.52,2/18/2012
5661,40065,2/17/2012,High,4,$76.87 ,4,Express Air,($54.51),$20.99 ,$0.99 ,Craig Leslie,Alberta,West,Consumer,Technology,Telephones and Communication,Accessory21,Wrap Bag,0.37,2/18/2012
5671,40102,2/3/2011,Medium,46,$412.37 ,6,Express Air,$2.71 ,$8.67 ,$3.50 ,Alice McCarthy,Alberta,West,Corporate,Office Supplies,Appliances,Staples 4 Outlet Surge Protector,Small Box,0.58,2/5/2011
5707,40357,7/21/2012,Not Specified,4,$240.49 ,5,Regular Air,($53.90),$56.96 ,$13.22 ,Emily Grady,Alberta,West,Home Office,Office Supplies,Appliances,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Small Box,0.56,7/22/2012
5799,41123,12/6/2010,Low,27,$322.46 ,4,Regular Air,$54.29 ,$11.34 ,$5.01 ,Frank Gastineau,Alberta,West,Small Business,Office Supplies,Paper,Xerox 188,Small Box,0.36,12/11/2010
5891,41794,5/27/2011,Critical,48,$836.59 ,6,Regular Air,($106.80),$17.99 ,$8.65 ,Larry Tron,Alberta,West,Home Office,Office Supplies,Pens & Art Supplies,Model L Table or Wall-Mount Pencil Sharpener,Small Box,0.57,5/28/2011
5892,41794,5/27/2011,Critical,21,$58.14 ,4,Regular Air,($2.23),$2.78 ,$0.97 ,Larry Tron,Alberta,West,Home Office,Office Supplies,Pens & Art Supplies,Newell 333,Wrap Bag,0.59,5/29/2011
5893,41794,5/27/2011,Critical,49,$891.61 ,6,Regular Air,$100.59 ,$20.99 ,$4.81 ,Larry Tron,Alberta,West,Home Office,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,5/29/2011
6032,42725,5/2/2011,Medium,18,$231.06 ,4,Regular Air,($29.83),$12.28 ,$6.13 ,Frank Merwin,Alberta,West,Corporate,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,0.57,5/3/2011
